section,table_schema,table_name,column_name,data_type,is_nullable,column_default
section,table_schema,table_name,column_name,data_type,is_nullable,column_default
Columnas,public,audit_log,audit_id,bigint,NO,nextval('audit_log_audit_id_seq'::regclass)
Columnas,public,audit_log,table_name,text,YES,
Columnas,public,audit_log,action,text,YES,
Columnas,public,audit_log,record_id,uuid,YES,
Columnas,public,audit_log,changed_at,timestamp without time zone,YES,now()
Columnas,public,audit_log,changed_by,text,YES,CURRENT_USER
Columnas,public,audit_log,extra,jsonb,YES,
Columnas,public,detalle_pago,detalle_pago_id,uuid,NO,uuid_generate_v4()
Columnas,public,detalle_pago,pago_id,uuid,YES,
Columnas,public,detalle_pago,descripcion,text,YES,
Columnas,public,detalle_pago,fecha_pago,timestamp without time zone,YES,
Columnas,public,detalle_pago,hora_confirmacion,timestamp without time zone,YES,
Columnas,public,detalle_pago,referencia_transaccion,character varying,YES,
Columnas,public,detalle_pago,comprobante_url,character varying,YES,
Columnas,public,habitacion,habitacion_id,uuid,NO,uuid_generate_v4()
Columnas,public,habitacion,tenant_id,uuid,YES,
Columnas,public,habitacion,hotel_id,uuid,YES,
Columnas,public,habitacion,numero,integer,YES,
Columnas,public,habitacion,tipo,USER-DEFINED,YES,
Columnas,public,habitacion,precio_noche,integer,YES,
Columnas,public,habitacion,estado,USER-DEFINED,YES,'disponible'::estado_habitacion_enum
Columnas,public,hotel,hotel_id,uuid,NO,uuid_generate_v4()
Columnas,public,hotel,tenant_id,uuid,YES,
Columnas,public,hotel,nombre,character varying,YES,
Columnas,public,hotel,direccion,character varying,YES,
Columnas,public,hotel,telefono,character varying,YES,
Columnas,public,hotel,email,character varying,YES,
Columnas,public,hotel,created_at,timestamp without time zone,YES,now()
Columnas,public,huesped,huesped_id,uuid,NO,uuid_generate_v4()
Columnas,public,huesped,tenant_id,uuid,YES,
Columnas,public,huesped,nombre_completo,character varying,YES,
Columnas,public,huesped,email,character varying,YES,
Columnas,public,huesped,telefono,character varying,YES,
Columnas,public,huesped,documento,text,YES,
Columnas,public,huesped,created_at,timestamp without time zone,YES,now()
Columnas,public,pago,pago_id,uuid,NO,uuid_generate_v4()
Columnas,public,pago,tenant_id,uuid,YES,
Columnas,public,pago,reserva_id,uuid,YES,
Columnas,public,pago,monto,integer,YES,
Columnas,public,pago,metodo,USER-DEFINED,YES,
Columnas,public,pago,fecha,timestamp without time zone,YES,now()
Columnas,public,pago,estado,USER-DEFINED,YES,'pendiente'::estado_pago_enum
Columnas,public,reserva,reserva_id,uuid,NO,uuid_generate_v4()
Columnas,public,reserva,tenant_id,uuid,YES,
Columnas,public,reserva,habitacion_id,uuid,YES,
Columnas,public,reserva,huesped_id,uuid,YES,
Columnas,public,reserva,fecha_inicio,date,YES,
